customer_id,name,age,region,plan,signup_date,support_tickets,nps_score,churned
C00352,Maria Flor Marques,63,Nordeste,Pro,2023-06-17,3,2,0
C00353,Sr. Isaque Oliveira,47,Centro-Oeste,Pro,2023-08-29,1,8,0
C00354,Isabel Vasconcelos,55,Nordeste,Pro,2022-10-30,2,3,0
C00355,Ana Clara Dias,55,Norte,Basic,2022-08-17,4,2,0
C00356,Sra. Maria Helena Gomes,62,Centro-Oeste,Pro,2022-08-12,3,7,0
C00357,Clarice Monteiro,68,Nordeste,Basic,2022-04-30,1,0,0
C00358,Davi Lucas Montenegro,25,Norte,Enterprise,2023-09-09,0,4,0
C00359,Luísa Brito,44,Sudeste,Basic,2023-08-30,4,0,0
C00360,Beatriz Moura,44,Nordeste,Pro,2022-10-01,1,6,0
C00361,Alice Silveira,51,Sudeste,Basic,2023-09-24,1,4,0
C00362,Nicolas Rezende,38,Sudeste,Pro,2021-10-09,3,1,0
C00363,Breno Melo,47,Sul,Basic,2023-09-13,3,0,0
C00364,Lucca Pinto,50,Centro-Oeste,Enterprise,2021-01-16,2,10,0
C00365,Sra. Anna Liz Farias,45,Nordeste,Pro,2023-07-25,0,6,1
C00366,Yasmin Garcia,64,Sudeste,Basic,2021-09-11,3,0,0
C00367,Dr. Vitor Hugo Andrade,50,Sul,Pro,2021-11-25,1,2,0
C00368,Ana Lívia da Costa,22,Norte,Pro,2022-06-28,1,10,0
C00369,Laura da Conceição,65,Nordeste,Pro,2023-02-22,2,5,0
C00370,Srta. Maya Brito,36,Sudeste,Basic,2023-09-24,1,5,0
C00371,Beatriz Macedo,21,Centro-Oeste,Basic,2023-04-25,1,6,0
C00372,Kaique Alves,52,Sul,Basic,2022-01-01,2,10,0
C00373,Luan Vieira,66,Sudeste,Basic,2022-10-17,1,10,0
C00374,Juan Fogaça,34,Centro-Oeste,Enterprise,2023-01-30,3,0,0
C00375,Dr. Diogo da Cruz,61,Sudeste,Basic,2022-10-01,1,6,0
C00376,Maria Sophia Nunes,45,Nordeste,Pro,2023-11-30,1,1,0
C00377,Emilly Cavalcante,47,Nordeste,Basic,2023-07-13,4,5,0
C00378,Bruno Pimenta,46,Nordeste,Pro,2022-02-20,1,7,0
C00379,Isabella Monteiro,63,Sul,Pro,2021-09-12,3,4,0
C00380,Cecília da Conceição,23,Nordeste,Enterprise,2022-12-11,1,9,0
C00381,Jade Marques,52,Centro-Oeste,Basic,2022-07-31,0,2,0
C00382,Anthony Martins,58,Sudeste,Basic,2023-06-19,3,10,0
C00383,Yago Castro,54,Norte,Basic,2021-01-11,1,7,0
C00384,Pedro Miguel Ferreira,41,Centro-Oeste,Basic,2021-01-26,0,7,0
C00385,Letícia Porto,46,Centro-Oeste,Basic,2023-08-15,3,3,0
C00386,Isis Marques,66,Nordeste,Basic,2022-02-25,1,7,0
C00387,Gael Henrique Gomes,63,Sul,Basic,2022-05-11,1,4,1
C00388,Bianca da Costa,48,Sudeste,Pro,2021-08-25,4,10,1
C00389,Maria Alice Oliveira,52,Sul,Basic,2023-10-06,2,4,0
C00390,Juan Almeida,50,Sudeste,Basic,2021-08-07,3,2,1
C00391,Maria Laura da Mota,69,Sudeste,Basic,2022-04-06,2,6,0
C00392,Benicio Pereira,38,Sul,Pro,2022-10-25,1,10,0
C00393,Sra. Laura Vasconcelos,49,Centro-Oeste,Enterprise,2022-09-27,0,10,1
C00394,Luiz Gustavo Câmara,40,Sudeste,Pro,2023-09-17,2,8,1
C00395,Esther Pinto,50,Sul,Pro,2021-07-08,0,8,1
C00396,Davi Miguel Pires,20,Sudeste,Basic,2021-09-12,3,0,0
C00397,Asafe das Neves,35,Norte,Pro,2021-03-09,1,0,0
C00398,Ana Beatriz Pacheco,42,Centro-Oeste,Basic,2022-09-08,0,9,0
C00399,Sr. Caleb da Rocha,59,Nordeste,Basic,2021-12-02,1,10,0
C00400,Dr. Erick Costa,48,Sudeste,Pro,2022-11-02,1,4,0
C00401,Vitor Hugo Fonseca,20,Norte,Enterprise,2023-04-01,4,0,1
C00402,Sarah da Mata,57,Nordeste,Basic,2023-05-24,3,3,0
C00403,José Miguel Mendes,63,Nordeste,Pro,2021-10-27,3,0,0
C00404,Lucca Camargo,41,Sudeste,Pro,2021-12-23,1,1,0
C00405,Ana Vitória Casa Grande,67,Sul,Basic,2021-09-13,2,1,0
C00406,Miguel Novais,49,Sudeste,Basic,2023-10-05,3,3,0
C00407,Sr. Miguel Albuquerque,64,Norte,Basic,2021-12-19,3,7,1
C00408,Vitor Gabriel Campos,39,Nordeste,Basic,2022-06-08,4,1,0
C00409,Maria Eduarda Rocha,40,Sudeste,Basic,2023-08-08,0,8,0
C00410,Dra. Julia Pacheco,19,Sul,Basic,2023-01-26,0,8,1
C00411,Maria Fernanda Caldeira,44,Sudeste,Basic,2021-10-11,3,1,1
C00412,Isabel Melo,59,Centro-Oeste,Pro,2021-04-09,2,0,1
C00413,Luan Pimenta,19,Sul,Pro,2021-07-16,1,9,1
C00414,Benício Porto,43,Norte,Enterprise,2022-04-27,1,9,0
C00415,Liz Rezende,34,Nordeste,Basic,2023-05-28,1,8,1
C00416,Bruna Carvalho,57,Sudeste,Pro,2022-09-07,3,1,0
C00417,Arthur Miguel da Rosa,50,Sul,Enterprise,2022-09-10,1,7,0
C00418,Bruna Brito,26,Centro-Oeste,Pro,2022-01-03,0,2,0
C00419,Vitor Gabriel Carvalho,60,Sul,Basic,2022-07-24,1,0,0
C00420,Mirella Freitas,65,Centro-Oeste,Pro,2022-08-13,5,10,0
C00421,Ágatha Leão,56,Norte,Basic,2023-12-02,1,0,0
C00422,Daniela Leão,46,Nordeste,Basic,2022-02-26,0,9,0
C00423,Beatriz Mendonça,59,Norte,Pro,2023-04-16,3,1,0
C00424,Maria Luísa da Mota,43,Sudeste,Pro,2022-06-29,2,6,1
C00425,Léo Cunha,52,Sul,Basic,2021-03-12,1,5,0
C00426,Melina da Costa,67,Centro-Oeste,Enterprise,2023-02-07,1,10,0
C00427,Sr. Léo Nogueira,42,Centro-Oeste,Pro,2021-11-03,4,1,1
C00428,Maria Alice Araújo,41,Sul,Basic,2022-01-12,1,3,0
C00429,Kamilly Correia,30,Sul,Enterprise,2022-10-17,2,1,0
C00430,Rafael Borges,24,Sudeste,Basic,2022-11-09,2,0,0
C00431,Hadassa Ramos,53,Norte,Enterprise,2022-02-03,1,2,0
C00432,Alícia Aragão,62,Centro-Oeste,Pro,2021-08-09,4,3,1
C00433,Sr. Davi Lucas Viana,37,Sudeste,Basic,2021-07-01,1,9,1
C00434,Gabrielly Azevedo,18,Norte,Pro,2021-11-03,0,4,0
C00435,Giovanna Pastor,25,Sudeste,Pro,2022-06-06,2,4,0
C00436,Igor Farias,63,Centro-Oeste,Pro,2023-10-11,0,6,0
C00437,Alexandre da Mota,33,Sul,Enterprise,2021-01-04,3,9,0
C00438,Davi Lucca Nogueira,31,Sul,Pro,2023-05-13,0,7,0
C00439,Erick Camargo,29,Norte,Pro,2023-04-28,5,8,0
C00440,Amanda Cardoso,68,Nordeste,Enterprise,2023-03-15,3,6,0
C00441,Luiz Henrique Vieira,40,Norte,Pro,2021-08-03,1,4,0
C00442,Lorenzo Almeida,32,Nordeste,Basic,2023-08-30,2,8,0
C00443,João Aragão,45,Sudeste,Enterprise,2021-04-11,2,7,0
C00444,Otto Moura,51,Sudeste,Basic,2023-08-21,2,9,1
C00445,Benício Melo,19,Centro-Oeste,Pro,2022-07-27,1,8,0
C00446,Maria Cecília Moraes,49,Nordeste,Enterprise,2022-10-20,4,9,0
C00447,Bianca Machado,40,Centro-Oeste,Pro,2023-07-28,1,7,0
C00448,Hellena Pimenta,39,Sul,Pro,2023-12-23,4,5,0
C00449,Vicente da Rosa,68,Nordeste,Pro,2021-08-14,0,3,0
C00450,Ana Araújo,42,Norte,Basic,2021-04-15,2,8,0
C00451,Maria Liz Lima,39,Sul,Enterprise,2023-02-11,2,8,0
C00452,Bianca Mendonça,39,Sul,Basic,2022-03-05,1,9,0
C00453,Sra. Ana Sophia Barros,66,Norte,Basic,2022-03-10,4,9,1
C00454,Sr. Benício Cardoso,69,Sul,Basic,2023-11-18,2,8,1
C00455,Yan Silva,59,Nordeste,Pro,2022-11-13,4,9,0
C00456,Dr. Vinícius da Rocha,23,Centro-Oeste,Pro,2022-08-11,2,2,1
C00457,Sofia Pereira,32,Sul,Pro,2023-12-29,3,10,0
C00458,Beatriz Vieira,60,Nordeste,Basic,2023-05-16,3,2,1
C00459,Srta. Helena Lopes,54,Sudeste,Basic,2023-01-16,1,10,0
C00460,Heloísa Jesus,50,Nordeste,Basic,2023-05-14,0,5,0
C00461,Dr. Murilo Leão,25,Centro-Oeste,Basic,2022-01-03,1,5,0
C00462,Srta. Luara Lima,61,Nordeste,Pro,2021-09-08,2,5,1
C00463,Dr. Marcelo Cassiano,61,Norte,Basic,2023-05-09,2,4,0
C00464,Olívia Azevedo,22,Centro-Oeste,Basic,2023-05-06,4,4,0
C00465,Bryan Borges,56,Sudeste,Basic,2022-07-15,1,1,1
C00466,Aylla Souza,21,Norte,Basic,2021-10-21,3,6,1
C00467,Sra. Caroline Novais,23,Nordeste,Basic,2023-07-08,4,3,0
C00468,Lucas Rios,62,Centro-Oeste,Basic,2022-03-09,4,2,0
C00469,Noah Fogaça,49,Sudeste,Pro,2021-02-28,1,7,0
C00470,Mariana Silveira,69,Norte,Pro,2023-08-27,2,3,0
C00471,João Pedro Peixoto,47,Sudeste,Pro,2023-04-16,3,10,0
C00472,Luiz Gustavo Caldeira,64,Nordeste,Enterprise,2021-07-18,0,3,0
C00473,Sofia Cunha,52,Sudeste,Basic,2021-08-03,1,7,0
C00474,Rodrigo Câmara,57,Sul,Pro,2023-06-17,2,0,0
C00475,Luiz Fernando Novais,69,Norte,Enterprise,2022-04-17,3,8,0
C00476,Sr. João Lucas Oliveira,33,Sudeste,Basic,2021-09-04,2,6,0
C00477,Paulo Novais,30,Nordeste,Enterprise,2022-01-17,1,1,0
C00478,Amanda Pereira,67,Nordeste,Basic,2023-09-18,1,10,0
C00479,Juliana Alves,59,Sudeste,Basic,2023-07-16,0,5,0
C00480,João Gabriel Sampaio,47,Nordeste,Basic,2022-07-14,2,7,0
C00481,Lucca Ferreira,36,Centro-Oeste,Pro,2023-12-11,2,10,1
C00482,Fernando Casa Grande,34,Centro-Oeste,Pro,2022-11-20,1,4,0
C00483,Maria Liz Azevedo,36,Centro-Oeste,Pro,2022-01-15,2,5,0
C00484,Arthur Borges,45,Sul,Basic,2022-04-19,3,9,0
C00485,Dra. Helena Garcia,43,Sudeste,Basic,2022-11-28,2,7,0
C00486,Mirella Fernandes,54,Sul,Basic,2023-06-30,2,5,0
C00487,Léo das Neves,43,Nordeste,Basic,2023-08-18,3,8,1
C00488,Sra. Antonella Aragão,40,Sul,Enterprise,2022-04-23,2,8,0
C00489,Emanuel Sá,26,Nordeste,Basic,2023-10-01,2,8,0
C00490,Ana Julia Rocha,29,Nordeste,Pro,2023-07-15,1,5,0
C00491,João Gabriel Macedo,18,Norte,Pro,2022-12-08,4,8,1
C00492,Mariana Mendonça,18,Centro-Oeste,Basic,2023-05-04,5,2,0
C00493,Melina Leão,64,Nordeste,Pro,2023-10-14,1,4,0
C00494,Henrique Sá,51,Norte,Basic,2023-01-24,1,1,0
C00495,Bruna Ferreira,49,Centro-Oeste,Basic,2022-05-18,4,7,0
C00496,Brenda da Paz,65,Nordeste,Basic,2023-03-28,2,10,0
C00497,Raquel Moura,42,Nordeste,Pro,2022-08-11,4,3,0
C00498,Lorena Aparecida,57,Sul,Basic,2022-12-09,3,5,1
C00499,Miguel Peixoto,62,Sul,Pro,2023-12-04,2,5,1
C00500,André Costela,18,Centro-Oeste,Pro,2021-07-26,2,4,0
C00501,Heitor Vargas,33,Nordeste,Basic,2021-05-31,0,0,1
C00502,José Miguel da Rocha,56,Sudeste,Pro,2022-10-30,2,10,0
C00503,Sr. André Monteiro,22,Sul,Pro,2022-06-12,0,6,0
C00504,Sra. Emanuella Cardoso,39,Centro-Oeste,Basic,2021-06-14,4,9,0
C00505,Yasmin Santos,46,Nordeste,Basic,2023-07-06,3,7,0
C00506,Theodoro Novais,20,Nordeste,Pro,2023-10-07,3,0,0
C00507,Maria Barbosa,29,Sudeste,Basic,2021-02-06,0,9,0
C00508,Ana Cecília Lopes,43,Centro-Oeste,Pro,2021-11-29,4,6,1
C00509,Raul Barbosa,33,Nordeste,Basic,2022-02-07,2,3,0
C00510,Dr. Nathan Santos,68,Sul,Basic,2022-02-18,1,5,0
C00511,Maria Vitória da Rocha,54,Sudeste,Basic,2021-02-14,1,8,0
C00512,Nathan Almeida,39,Centro-Oeste,Basic,2021-07-25,3,4,0
C00513,Sr. Raul Sales,46,Sudeste,Pro,2021-03-03,2,7,0
C00514,Sr. Pedro Henrique Caldeira,31,Sul,Basic,2022-02-24,1,4,0
C00515,Pedro Henrique Pastor,45,Centro-Oeste,Pro,2023-05-18,2,1,0
C00516,Valentina Barros,22,Sudeste,Enterprise,2023-03-31,1,3,0
C00517,Luana Souza,64,Norte,Pro,2021-01-19,2,1,0
C00518,Sr. Lucas Gabriel Vasconcelos,66,Sul,Pro,2021-12-31,3,6,0
C00519,Breno Moraes,47,Sul,Basic,2023-10-28,2,6,1
C00520,Bruna Moura,63,Sul,Basic,2022-03-04,1,2,0
C00521,Evelyn Vasconcelos,69,Norte,Pro,2022-08-03,0,6,0
C00522,Dr. Diogo da Costa,22,Norte,Basic,2022-06-30,0,0,0
C00523,Diogo da Cunha,29,Nordeste,Pro,2021-11-21,1,0,0
C00524,Erick Pereira,33,Sudeste,Basic,2021-02-24,2,8,0
C00525,Breno Cavalcanti,43,Nordeste,Pro,2023-02-17,2,5,0
C00526,Sabrina Martins,43,Sudeste,Enterprise,2023-09-19,2,4,0
C00527,Melissa Rodrigues,65,Norte,Enterprise,2021-02-11,1,5,0
C00528,Luna Pires,38,Norte,Pro,2021-08-19,1,5,0
C00529,Sr. Pedro Lucas Azevedo,56,Nordeste,Pro,2022-03-29,2,0,0
C00530,Melina Pires,53,Centro-Oeste,Pro,2022-01-29,0,4,0
C00531,João Guilherme Pastor,50,Nordeste,Pro,2022-11-22,1,8,1
C00532,Luiz Gustavo Montenegro,47,Sudeste,Basic,2022-01-27,3,3,1
C00533,Leonardo Martins,54,Nordeste,Basic,2022-08-27,0,2,0
C00534,Ana Carolina Araújo,40,Sul,Basic,2023-05-31,0,0,0
C00535,Dr. Breno Ramos,27,Sudeste,Enterprise,2021-03-26,1,1,1
C00536,Thiago Gomes,22,Sudeste,Basic,2023-11-20,1,2,0
C00537,Ana Cecília Machado,53,Centro-Oeste,Pro,2021-02-18,0,3,1
C00538,Esther Duarte,51,Norte,Pro,2021-03-10,2,6,0
C00539,Olívia Montenegro,69,Sudeste,Pro,2023-12-18,2,5,1
C00540,Bento Machado,48,Norte,Pro,2022-11-28,2,10,1
C00541,Luigi Silva,27,Nordeste,Basic,2022-04-24,0,7,0
C00542,Thiago Ramos,36,Sul,Pro,2023-03-31,3,8,0
C00543,Asafe da Cruz,49,Centro-Oeste,Pro,2021-05-27,0,5,0
C00544,Sra. Maysa Moura,18,Norte,Basic,2023-10-13,2,6,0
C00545,Eduarda Fonseca,22,Sudeste,Basic,2022-09-01,3,3,0
C00546,Dr. Mathias Jesus,62,Norte,Pro,2022-03-22,4,1,0
C00547,Sr. Lucas Gabriel Azevedo,21,Sudeste,Pro,2021-08-09,2,8,0
C00548,Sr. Matheus da Paz,33,Norte,Basic,2021-04-05,2,8,0
C00549,Dom Farias,41,Sudeste,Pro,2021-09-19,1,3,1
C00550,Diego Ferreira,33,Nordeste,Pro,2023-06-16,4,2,0
C00551,Matteo Cardoso,19,Sudeste,Basic,2023-12-31,3,9,0
C00552,Antonella das Neves,66,Sudeste,Enterprise,2021-08-07,3,10,0
C00553,Maria Flor Ramos,45,Sul,Pro,2021-04-02,2,5,0
C00554,Sr. Vinicius Borges,49,Sudeste,Pro,2021-05-07,1,2,0
C00555,Mariana Moraes,44,Sul,Pro,2021-03-21,3,0,1
C00556,Sr. Luiz Miguel das Neves,37,Centro-Oeste,Basic,2023-09-10,1,3,0
C00557,Heitor Fernandes,41,Sul,Basic,2023-07-05,0,0,0
C00558,Evelyn Câmara,29,Nordeste,Basic,2022-05-01,3,1,0
C00559,Eduardo Barbosa,67,Sul,Basic,2022-11-25,2,2,0
C00560,Carlos Eduardo Montenegro,52,Centro-Oeste,Basic,2021-01-25,3,7,1
C00561,Valentina Andrade,50,Nordeste,Enterprise,2021-06-05,3,9,0
C00562,Maitê Vargas,50,Norte,Pro,2022-09-24,0,3,0
C00563,Caroline Peixoto,68,Norte,Pro,2023-12-17,3,3,0
C00564,Daniela Castro,60,Sul,Enterprise,2021-01-19,2,9,1
C00565,Enzo Silveira,54,Sul,Pro,2021-08-25,2,8,0
C00566,Ana Clara Jesus,29,Centro-Oeste,Basic,2021-10-04,3,6,1
C00567,Sr. Pedro Miguel Pimenta,20,Centro-Oeste,Basic,2023-01-15,1,1,0
C00568,Pietro da Conceição,18,Sudeste,Pro,2022-07-06,1,2,0
C00569,Isabella das Neves,50,Centro-Oeste,Pro,2022-10-01,2,3,0
C00570,Evelyn Freitas,57,Sudeste,Basic,2021-08-25,1,3,0
C00571,Maysa Martins,27,Nordeste,Pro,2023-09-25,0,9,0
C00572,Mateus Montenegro,60,Sul,Basic,2021-02-24,2,7,0
C00573,Mariah Castro,61,Nordeste,Pro,2022-11-15,4,9,0
C00574,Davi Miguel da Cunha,46,Centro-Oeste,Pro,2021-04-19,2,9,1
C00575,Rodrigo Freitas,30,Nordeste,Pro,2022-01-08,0,5,0
C00576,Bella Silva,29,Nordeste,Enterprise,2023-08-31,1,2,0
C00577,Camila da Paz,48,Nordeste,Pro,2021-07-20,5,10,0
C00578,Enrico da Mata,63,Centro-Oeste,Enterprise,2023-04-29,4,8,0
C00579,Sophie Casa Grande,19,Nordeste,Enterprise,2022-05-24,4,9,0
C00580,Ayla Câmara,68,Sudeste,Pro,2021-10-02,4,7,0
C00581,Marcela Alves,67,Centro-Oeste,Pro,2021-07-30,3,8,0
C00582,Ana Júlia Gonçalves,52,Nordeste,Basic,2022-05-19,2,4,0
C00583,Maria Fernanda da Costa,40,Centro-Oeste,Basic,2022-12-04,1,2,0
C00584,Anna Liz Freitas,34,Norte,Pro,2021-02-11,1,3,1
C00585,Arthur Dias,43,Sudeste,Basic,2021-11-11,1,4,0
C00586,Lucas Gabriel Vieira,25,Nordeste,Basic,2023-02-27,0,8,0
C00587,Davi Miguel Andrade,46,Norte,Enterprise,2021-11-25,1,8,0
C00588,Ravy Sampaio,43,Norte,Enterprise,2023-11-07,4,2,0
C00589,Ravy Machado,27,Centro-Oeste,Pro,2021-10-10,0,6,0
C00590,Alana Barros,43,Norte,Basic,2023-08-01,1,5,0
C00591,José Miguel Cunha,51,Sudeste,Basic,2021-09-15,3,3,1
C00592,Yan Siqueira,68,Sudeste,Basic,2022-07-29,1,4,1
C00593,Vitória Lima,58,Sul,Basic,2022-07-28,2,9,0
C00594,João Pedro da Costa,24,Sudeste,Basic,2022-09-04,1,1,0
C00595,Davi Aragão,21,Norte,Basic,2023-11-09,2,10,0
C00596,Otto Porto,67,Sudeste,Enterprise,2023-04-17,3,6,0
C00597,Natália Azevedo,62,Centro-Oeste,Pro,2022-02-27,1,3,0
C00598,Theo Peixoto,28,Sul,Basic,2023-01-28,5,1,1
C00599,Allana Pires,46,Norte,Basic,2023-02-02,5,10,0
C00600,Isabella Silva,53,Sul,Pro,2022-02-28,1,5,0
C00601,João Vitor Lima,42,Norte,Basic,2022-03-05,0,10,1
C00602,Luiz Gustavo da Costa,38,Centro-Oeste,Enterprise,2021-07-23,1,1,0
C00603,Maria Vitória Cirino,53,Sul,Basic,2021-07-15,3,9,0
C00604,Antonella Moura,27,Nordeste,Basic,2022-12-29,1,1,0
C00605,Sr. Vinicius Nogueira,54,Norte,Basic,2021-10-12,0,6,0
C00606,Sofia Novaes,26,Nordeste,Basic,2021-07-15,3,0,0
C00607,Mathias Melo,41,Sul,Pro,2021-11-03,2,6,0
C00608,Mathias Freitas,52,Nordeste,Pro,2021-01-14,0,9,0
C00609,Antony Fogaça,66,Nordeste,Pro,2023-12-17,0,4,1
C00610,Luiz Felipe da Costa,52,Sul,Basic,2022-12-24,1,0,0
C00611,Dra. Bella Vargas,65,Centro-Oeste,Pro,2023-02-19,2,5,0
C00612,Lívia Carvalho,53,Nordeste,Pro,2022-06-13,1,6,0
C00613,Luiz Gustavo Nogueira,35,Nordeste,Enterprise,2023-03-09,0,0,0
C00614,Sr. Ravi Sampaio,66,Centro-Oeste,Basic,2021-12-10,3,8,0
C00615,Emilly Carvalho,56,Nordeste,Basic,2021-07-28,0,6,1
C00616,Raul Andrade,49,Nordeste,Pro,2022-10-03,2,0,1
C00617,Guilherme Aparecida,41,Nordeste,Pro,2021-09-09,1,2,0
C00618,Asafe Dias,40,Sudeste,Basic,2021-09-28,1,4,1
C00619,Théo Gonçalves,49,Centro-Oeste,Basic,2023-07-09,3,3,0
C00620,Olívia da Cunha,54,Nordeste,Basic,2022-02-23,2,1,0
C00621,Gabriel da Paz,29,Centro-Oeste,Enterprise,2023-03-06,3,0,0
C00622,Sr. Lucas da Mata,66,Norte,Basic,2022-12-26,3,3,1
C00623,Léo Lopes,30,Norte,Enterprise,2022-03-09,5,6,0
C00624,Maysa Gomes,40,Nordeste,Pro,2021-04-19,2,10,0
C00625,Sr. Theo Sales,42,Centro-Oeste,Enterprise,2022-10-03,0,3,1
C00626,Maria Eduarda Moreira,52,Centro-Oeste,Pro,2023-12-07,1,8,0
C00627,Bryan Siqueira,58,Centro-Oeste,Basic,2022-01-14,1,7,0
C00628,Anna Liz Lopes,47,Sudeste,Enterprise,2023-08-16,2,7,0
C00629,Emilly Nogueira,34,Norte,Basic,2021-04-13,3,4,0
C00630,Lorenzo Caldeira,66,Centro-Oeste,Enterprise,2023-06-11,4,0,0
C00631,Luan Ribeiro,37,Centro-Oeste,Pro,2023-05-04,0,8,0
C00632,Leandro Machado,65,Sudeste,Basic,2023-11-17,1,1,1
C00633,Mariane Cavalcante,42,Sudeste,Pro,2022-06-14,2,5,0
C00634,Sra. Marcela Machado,39,Centro-Oeste,Enterprise,2022-11-10,2,9,0
C00635,Luiz Gustavo Pimenta,30,Sul,Basic,2023-09-16,3,4,0
C00636,Kamilly Porto,36,Centro-Oeste,Pro,2022-03-04,1,9,1
C00637,Breno Rios,66,Centro-Oeste,Pro,2023-04-02,1,7,1
C00638,Maria Luiza Fonseca,53,Sudeste,Pro,2023-07-21,2,10,0
C00639,Eduarda Alves,29,Sudeste,Basic,2023-11-28,0,2,0
C00640,Pedro Lucas Andrade,58,Centro-Oeste,Basic,2022-05-26,3,5,1
C00641,Bernardo da Costa,36,Centro-Oeste,Basic,2022-01-28,3,5,1
C00642,Maria Clara Fonseca,29,Centro-Oeste,Pro,2022-12-14,3,9,0
C00643,Ana Beatriz Pereira,26,Sudeste,Basic,2022-05-09,3,2,0
C00644,Rael Freitas,24,Centro-Oeste,Enterprise,2022-07-01,2,6,0
C00645,Dr. Breno Oliveira,45,Centro-Oeste,Basic,2022-08-17,5,10,0
C00646,Vinícius Fonseca,31,Nordeste,Pro,2022-01-24,3,3,1
C00647,Luara Rezende,48,Sul,Basic,2021-06-07,1,4,0
C00648,Josué Camargo,69,Norte,Basic,2023-10-25,4,8,0
C00649,Francisco Monteiro,36,Sul,Basic,2021-06-16,2,5,0
C00650,Maria Julia Novais,64,Nordeste,Basic,2023-08-18,2,9,0
C00651,João Vasconcelos,33,Norte,Pro,2022-02-13,0,3,0
C00652,Pietro Cunha,22,Centro-Oeste,Enterprise,2021-07-13,1,7,0
C00653,Laura Sales,52,Nordeste,Pro,2021-08-23,2,8,0
C00654,Gabriela Campos,29,Centro-Oeste,Enterprise,2022-12-19,1,9,0
C00655,Brayan Machado,42,Sudeste,Enterprise,2023-03-27,3,4,0
C00656,Pedro Miguel Borges,69,Nordeste,Pro,2022-02-08,5,1,1
C00657,Luiza Rios,38,Sudeste,Pro,2023-06-12,2,5,1
C00658,Sr. Yan Nogueira,53,Nordeste,Pro,2022-11-09,2,10,0
C00659,Kaique Castro,40,Nordeste,Basic,2021-03-09,2,7,1
C00660,Dra. Emanuella Vieira,33,Sudeste,Pro,2021-03-29,1,4,0
C00661,Sr. Davi Costa,56,Norte,Basic,2021-08-05,1,0,0
C00662,Isaac Vieira,62,Sul,Pro,2021-01-01,3,7,1
C00663,Amanda Fonseca,59,Centro-Oeste,Pro,2021-05-20,4,8,0
C00664,Maria Eduarda Martins,56,Nordeste,Basic,2022-09-10,2,0,0
C00665,Caroline Pimenta,31,Centro-Oeste,Basic,2021-05-13,4,7,1
C00666,Benício das Neves,48,Sudeste,Enterprise,2021-06-27,2,9,1
C00667,Pietra Moura,22,Centro-Oeste,Pro,2023-03-21,3,1,0
C00668,Maria Luísa Oliveira,52,Sudeste,Basic,2022-01-15,2,3,1
C00669,Davi Lucas Dias,40,Centro-Oeste,Pro,2023-06-27,3,1,0
C00670,Ana Sophia Machado,46,Sul,Pro,2022-10-20,2,1,0
C00671,Stella Ferreira,60,Sul,Pro,2022-03-26,3,9,0
C00672,Yuri Porto,28,Sul,Enterprise,2022-08-09,0,2,0
C00673,Emilly Vargas,35,Sul,Pro,2022-04-08,2,7,0
C00674,Pedro Montenegro,64,Sul,Basic,2023-09-17,2,3,0
C00675,Davi Moreira,29,Sul,Pro,2021-05-02,3,6,0
C00676,Kevin Cavalcante,26,Sudeste,Enterprise,2021-01-17,2,9,0
C00677,Lorenzo Santos,27,Nordeste,Basic,2021-11-23,0,2,0
C00678,Luiz Felipe Moreira,61,Centro-Oeste,Basic,2021-11-14,1,9,0
C00679,Bruno da Cunha,34,Sul,Basic,2023-03-20,4,10,1
C00680,Yuri da Mota,55,Sudeste,Pro,2022-05-18,2,2,0
C00681,Kevin Pimenta,24,Sudeste,Pro,2021-04-29,2,1,0
C00682,Ayla Montenegro,63,Sudeste,Pro,2022-12-11,1,5,0
C00683,Eloá Pastor,30,Nordeste,Enterprise,2021-02-14,2,5,1
C00684,Daniela Cavalcante,57,Centro-Oeste,Pro,2021-11-10,1,0,0
C00685,Maitê Nunes,59,Nordeste,Basic,2022-02-22,2,6,0
C00686,Arthur Barros,26,Norte,Basic,2022-07-10,1,3,0
C00687,João Rezende,67,Sudeste,Basic,2021-11-22,2,10,0
C00688,Oliver Pinto,44,Norte,Basic,2022-05-30,1,2,0
C00689,Ana Monteiro,19,Sul,Pro,2021-08-02,3,7,0
C00690,Ísis da Rocha,22,Sul,Enterprise,2021-03-15,1,1,1
C00691,Liz Mendes,46,Nordeste,Basic,2022-05-24,2,8,0
C00692,Nathan da Rosa,54,Centro-Oeste,Pro,2021-11-28,1,7,1
C00693,Ana Sophia Sales,55,Norte,Pro,2022-11-19,0,7,1
C00694,Emanuel Macedo,36,Centro-Oeste,Basic,2022-10-19,1,2,1
C00695,Rafaela Martins,25,Nordeste,Basic,2023-10-25,2,3,1
C00696,Luigi Pereira,65,Sul,Basic,2022-08-23,0,1,1
C00697,Levi Silva,62,Centro-Oeste,Basic,2023-12-12,2,1,0
C00698,Dr. Murilo Cardoso,18,Centro-Oeste,Enterprise,2021-11-21,2,3,0
C00699,Sr. Liam da Costa,39,Sul,Basic,2023-09-19,0,5,0
C00700,Camila da Mata,69,Norte,Basic,2022-12-18,1,4,1
C00701,Isadora Casa Grande,34,Sul,Pro,2022-12-24,2,0,0
C00702,Benicio da Rocha,24,Centro-Oeste,Enterprise,2021-10-04,0,9,0
C00703,Mariah da Cruz,42,Norte,Basic,2022-06-20,4,0,0
